ranking_companies,unicorn,date_joined,country,city,industry,selected_investors,value,lat,lng,capital,population,id_city,year
746,Marshmallow,2021-09-08,United Kingdom,London,Fintech,"Passion Capital, Hedosophia, Outrun Ventures",1.25,51.5072,-0.1275,primary,10979000.0,1826645935,2021
747,Honor Technology,2021-10-05,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",1.25,37.7562,-122.443,,3592294.0,1840021543,2021
748,Mythical Games,2021-11-04,United States,Los Angeles,Internet software & services,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",1.25,34.1139,-118.4068,,12750807.0,1840020491,2021
749,Incode Technologies,2021-12-07,United States,San Francisco,Cybersecurity,"Dila Capital, Framework Ventures, 3L",1.25,37.7562,-122.443,,3592294.0,1840021543,2021
750,Tackle.io,2021-12-21,United States,Boise,Internet software & services,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",1.25,43.6007,-116.2312,admin,389280.0,1840027142,2021
751,Flipdish,2022-01-13,Ireland,Dublin,Internet software & services,"Tencent Holdings, Tiger Global Management, Global Founders Capital",1.25,53.3497,-6.2603,primary,1173179.0,1372595407,2022
752,Route,2022-01-21,United States,Lehi,"Supply chain, logistics, & delivery","Madrona Venture Group, Banner Ventures, FJ Labs",1.25,40.4136,-111.8726,,69724.0,1840020168,2022
753,CaptivateIQ,2022-01-26,United States,San Francisco,Fintech,"Sequoia Capital, Y Combinator, Accel",1.25,37.7562,-122.443,,3592294.0,1840021543,2022
754,Talos,2022-05-10,United States,New York,Fintech,"Castle Island Ventures, PayPal Ventures, Andreessen Horowitz",1.25,40.6943,-73.9249,,18713220.0,1840034016,2022
755,BrewDog,2017-04-10,United Kingdom,Aberdeen,Consumer & retail,"TSG Consumer Partners, Crowdcube",1.24,57.15,-2.11,,214610.0,1826324306,2017
756,Enflame,2021-01-05,China,Shanghai,Hardware,"Tencent Holdings, Delta Capital, Redpoint Ventures China",1.24,31.1667,121.4667,admin,22120000.0,1156073548,2021
757,Shulan Health,2021-03-01,China,Hangzhou,Health,Qiming Venture Partners,1.24,30.25,120.1675,admin,6446000.0,1156275243,2021
758,EQRx,2021-01-11,United States,Cambridge,Health,"Nextech Invest, Casdin Capital, Google Ventures",1.23,42.3759,-71.1185,,118927.0,1840000429,2021
759,Nexii,2021-09-08,Canada,Vancouver,Other,"Trane Technologies, Honeywell",1.23,49.25,-123.1,,2264823.0,1124825478,2021
760,inDriver,2021-02-01,United States,Mountain View,Auto & transportation,"Leta Capital, Insight Partners, General Catalyst",1.23,37.4,-122.0796,,82739.0,1840020332,2021
761,GalaxySpace,2020-11-17,China,Beijing,Mobile & telecommunications,"Shunwei Capital Partners, 5Y Capital, Legend Capital",1.22,39.905,116.3914,primary,19433000.0,1156228865,2020
762,Spiber,2021-09-08,Japan,Tsuruoka,Other,"Cool Japan Fund, JAFCO, The Carlyle Group",1.22,38.7217,139.8217,,121371.0,1392935450,2021
763,Insider,2022-02-28,Turkey,Istanbul,Internet software & services,"Wamda Capital, Endeavor, Riverwood Capital",1.22,41.01,28.9603,admin,15154000.0,1792756324,2022
764,Kallyope,2022-02-15,United States,New York,Health,"The Column Group, Alexandria Venture Investments, Lux Capital",1.22,40.6943,-73.9249,,18713220.0,1840034016,2022
765,Zip,2022-05-25,United States,San Francisco,Fintech,"CRV, Tiger Global Management, Y Combinator",1.2,37.7562,-122.443,,3592294.0,1840021543,2022
766,Yiguo,2016-11-09,China,Shanghai,"Supply chain, logistics, & delivery","Alibaba Group, KKR, Goldman Sachs",1.2,31.1667,121.4667,admin,22120000.0,1156073548,2016
767,Fair,2018-12-20,United States,Santa Monica,Auto & transportation,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",1.2,34.0232,-118.4813,,90401.0,1840021866,2018
768,Glossier,2019-03-19,United States,New York,Consumer & retail,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",1.65,40.6943,-73.9249,,18713220.0,1840034016,2019
769,Workhuman,2020-06-23,Ireland,Dublin,Internet software & services,ICG,1.2,53.3497,-6.2603,primary,1173179.0,1372595407,2020
770,Qumulo,2020-07-16,United States,Seattle,Data management & analytics,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",1.2,47.6211,-122.3244,,3789215.0,1840021117,2020
771,Tealium,2021-02-03,United States,San Diego,Internet software & services,"Georgian Partners, Silver Lake, Presidio Ventures",1.2,32.8312,-117.1225,,3220118.0,1840021990,2021
772,Public,2021-02-17,United States,New York,Fintech,"Accel, Greycroft, Advancit Capital",1.2,40.6943,-73.9249,,18713220.0,1840034016,2021
773,Pipa Coding,2021-03-25,China,Beijing,Edtech,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",1.2,39.905,116.3914,primary,19433000.0,1156228865,2021
774,Pilot.com,2021-03-26,United States,San Francisco,Fintech,"Index Ventures, Sequoia Capital, Bezos Expeditions",1.2,37.7562,-122.443,,3592294.0,1840021543,2021
775,Aibee,2021-04-13,China,Beijing,Artificial Intelligence,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",1.0,39.905,116.3914,primary,19433000.0,1156228865,2021
776,Cava Group,2021-04-27,United States,Washington,Other,"SWaN & Legend Ventures, Revolution Growth, Invus Group",1.3,38.9047,-77.0163,primary,5379184.0,1840006060,2021
777,Vectra Networks,2021-04-29,United States,San Jose,Artificial Intelligence,"IA Ventures, Khosla Ventures, AME Cloud Ventures",1.2,37.3019,-121.8486,,1798103.0,1840021570,2021
778,Ada Support,2021-05-07,Canada,Toronto,Artificial Intelligence,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",1.2,43.7417,-79.3733,,5429524.0,1124279679,2021
779,Inari,2021-05-12,United States,Cambridge,Other,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",1.2,42.3759,-71.1185,,118927.0,1840000429,2021
780,Alation,2021-06-03,United States,Redwood City,Internet software & services,"Costanoa Ventures, Data Collective, Salesforce Ventures",1.2,37.5026,-122.2252,,85925.0,1840020304,2021
781,SmartMore,2021-06-24,China,Shenzhen,Artificial Intelligence,"IDG Capital, ZhenFund, Sequoia Capital China",1.2,22.535,114.054,minor,15929000.0,1156158707,2021
782,Rohlik,2021-07-01,Czechia,Prague,"Supply chain, logistics, & delivery","Partech Partners, Index Ventures, Quadrille Capital",1.2,50.0833,14.4167,primary,1335084.0,1203744823,2021
783,Prime Medicine,2021-07-13,United States,Cambridge,Health,"Newpath Partners, Google Ventures, F-Prime Capital",1.2,42.3759,-71.1185,,118927.0,1840000429,2021
784,FloQast,2021-07-21,United States,Los Angeles,Fintech,"Polaris Partners, Insight Partners, Norwest Venture Partners",1.2,34.1139,-118.4068,,12750807.0,1840020491,2021
785,MindTickle,2021-08-03,United States,San Francisco,Internet software & services,"Qualcomm Ventures, Accel, Canaan Partners",1.2,37.7562,-122.443,,3592294.0,1840021543,2021
786,DailyPay,2021-05-18,United States,New York,Fintech,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",1.2,40.6943,-73.9249,,18713220.0,1840034016,2021
787,Oda,2021-06-02,Norway,Oslo,E-commerce & direct-to-consumer,"Kinnevik, Softbank Group, Prosus Ventures",1.2,59.9111,10.7528,primary,693494.0,1578324706,2021
788,Offchain Labs,2021-08-31,United States,Princeton,Internet software & services,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",1.2,25.5396,-80.3971,,32299.0,1840014248,2021
789,Copado,2021-09-13,United States,Chicago,Data management & analytics,"Insight Partners, Salesforce Ventures, Perpetual Investors",1.2,41.8373,-87.6862,,8604203.0,1840000494,2021
790,Gem,2021-09-28,United States,San Francisco,Internet software & services,"Accel, Greylock Partners, Meritech Capital Partners",1.2,37.7562,-122.443,,3592294.0,1840021543,2021
791,CarDekho,2021-10-13,India,Jaipur,E-commerce & direct-to-consumer,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",1.2,26.9167,75.8667,admin,3073350.0,1356293537,2021
792,MyGlamm,2021-11-10,India,Mumbai,E-commerce & direct-to-consumer,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",1.2,18.9667,72.8333,admin,23355000.0,1356226629,2021
793,AgentSync,2021-12-07,United States,Denver,Fintech,"Craft Ventures, Caffeinated Capital, Operator Collective",1.2,39.7621,-104.8759,admin,2876625.0,1840018789,2021
794,Pristyn Care,2021-12-07,India,Gurgaon,Health,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",1.4,28.45,77.02,,197340.0,1356836043,2021
795,Jokr,2021-12-02,United States,New York,E-commerce & direct-to-consumer,"GGV Capital, Tiger Global Management, Greycroft",1.2,40.6943,-73.9249,,18713220.0,1840034016,2021
796,Merama,2021-12-09,Mexico,Mexico City,E-commerce & direct-to-consumer,"SoftBank Latin America Fund, Advent International, Balderton Capital",1.2,19.4333,-99.1333,primary,20996000.0,1484247881,2021
797,SeekOut,2022-01-12,United States,Bellevue,Internet software & services,"Mayfield, Madrona Venture Group, Tiger Global Management",1.2,47.5951,-122.1535,,148164.0,1840018417,2022
798,BigPanda,2022-01-12,United States,Mountain View,Artificial Intelligence,"Advent International, Battery Ventures, Sequoia Capital Israel",1.2,37.4,-122.0796,,82739.0,1840020332,2022
799,Phantom,2022-01-31,United States,San Francisco,Fintech,"Paradigm, Andreessen Horowitz, Jump Capital",1.2,37.7562,-122.443,,3592294.0,1840021543,2022
800,LivSpace,2022-02-08,India,Bangalore,E-commerce & direct-to-consumer,"Jungle Ventures, Helion Venture Partners, INGKA Investments",1.2,12.9699,77.598,admin,13707000.0,1356410365,2022
801,Xpressbees,2022-02-09,India,Pune,"Supply chain, logistics, & delivery","Norwest Venture Partners, Investcorp, Blackstone",1.2,18.5196,73.8553,,7764000.0,1356081074,2022
802,Nova Labs,2022-02-22,United States,San Francisco,Internet software & services,"FirstMark Capital, Tiger Global Management, FTX Venture",1.2,37.7562,-122.443,,3592294.0,1840021543,2022
803,Choco,2022-04-12,Germany,Berlin,E-commerce & direct-to-consumer,"Bessemer Venture Partners, G Squared, Insight Partners",1.2,52.5167,13.3833,primary,3644826.0,1276451290,2022
804,Viz.ai,2022-04-07,United States,San Francisco,Artificial Intelligence,"Kleiner Perkins Caufield & Byers, CRV, Threshold Ventures",1.2,37.7562,-122.443,,3592294.0,1840021543,2022
805,Unit,2022-05-17,United States,New York,Fintech,"Accel, Better Tomorrow Ventures, Flourish Ventures",1.2,40.6943,-73.9249,,18713220.0,1840034016,2022
806,CloudBees,2021-12-09,United States,San Jose,Data management & analytics,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",1.15,37.3019,-121.8486,,1798103.0,1840021570,2021
807,L&P Cosmetic,2016-01-01,"Korea, South",Seoul,Consumer & retail,CDIB Capital,1.19,37.56,126.99,primary,21794000.0,1410836482,2016
808,Mininglamp Technology,2019-03-27,China,Beijing,Artificial Intelligence,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",1.19,39.905,116.3914,primary,19433000.0,1156228865,2019
809,Luoji Siwei,2017-07-20,China,Beijing,Edtech,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",1.18,39.905,116.3914,primary,19433000.0,1156228865,2017
810,Yimidida,2019-01-14,China,Shanghai,"Supply chain, logistics, & delivery","Source Code Capital, Global Logistic Properties, K2VC",1.17,31.1667,121.4667,admin,22120000.0,1156073548,2019
811,Modern Health,2021-02-11,United States,San Francisco,Health,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund",1.17,37.7562,-122.443,,3592294.0,1840021543,2021
812,IRL,2021-06-15,United States,San Francisco,Internet software & services,"Goodwater Capital, Floodgate, Founders Fund",1.17,37.7562,-122.443,,3592294.0,1840021543,2021
813,Tuhu,2018-09-15,China,Shanghai,Auto & transportation,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",1.16,31.1667,121.4667,admin,22120000.0,1156073548,2018
814,SOURCE Global,2022-04-29,United States,Scottsdale,Other,"Breakthrough Energy Ventures, Material Impact, 3x5 Special Opportunity Partners",1.16,33.6872,-111.8651,,258069.0,1840021940,2022
815,LifeMiles,2015-07-13,Colombia,Bogota,Other,Advent International,1.15,4.6126,-74.0705,primary,9464000.0,1170483426,2015
816,Venafi,2020-12-10,United States,Salt Lake City,Cybersecurity,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",1.15,40.7777,-111.9306,admin,1098526.0,1840021383,2020
817,Guideline,2021-06-16,United States,San Mateo,Fintech,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",1.15,37.5521,-122.3122,,104430.0,1840021551,2021
818,Rebellion Defense,2021-09-16,United States,Washington,Artificial Intelligence,"Venrock, Innovation Endeavors, Insights Partners",1.15,38.9047,-77.0163,primary,5379184.0,1840006060,2021
819,Elemy,2021-10-06,United States,San Francisco,Health,"General Catalyst, Bling Capital, Felicis Ventures",1.15,37.7562,-122.443,,3592294.0,1840021543,2021
820,Happy Money,2022-02-08,United States,Tustin,Fintech,"FirstMark Capital, Anthemis, CMFG Ventures",1.15,33.7309,-117.8106,,79348.0,1840021967,2022
821,TELD,2019-12-16,China,Qingdao,Fintech,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",1.12,36.1167,120.4,minor,5775000.0,1156112588,2019
822,At-Bay,2021-07-27,United States,Mountain View,Fintech,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures",1.12,37.4,-122.0796,,82739.0,1840020332,2021
823,Visby Medical,2022-03-01,United States,San Jose,Health,"Artiman Ventures, Pitango Venture Capital, Valo Ventures",1.12,37.3019,-121.8486,,1798103.0,1840021570,2022
824,TangoMe,2014-03-20,United States,Mountain View,Mobile & telecommunications,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",1.1,37.4,-122.0796,,82739.0,1840020332,2014
825,AppDirect,2015-10-07,United States,San Francisco,E-commerce & direct-to-consumer,"Mithril, iNovia Capital, Foundry Group",1.1,37.7562,-122.443,,3592294.0,1840021543,2015
826,Juanpi,2016-04-14,China,Wuhan,E-commerce & direct-to-consumer,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",1.1,30.5872,114.2881,admin,8962000.0,1156117184,2016
827,OVH,2016-08-15,France,Roubaix,Other,"KKR, TowerBrook Capital Partners",1.1,50.6901,3.1817,,100000.0,1250000779,2016
828,GetYourGuide,2019-05-16,Germany,Berlin,Travel,"Spark Capital, Highland Europe, Sunstone Capital",1.1,52.5167,13.3833,primary,3644826.0,1276451290,2019
829,Ivalua,2019-05-21,United States,Redwood City,Fintech,"Ardian, Tiger Global Management, KKR",1.1,37.5026,-122.2252,,85925.0,1840020304,2019
830,Sisense,2020-01-09,United States,New York,Data management & analytics,"Opus Capital, Genesis Partners, Battery Ventures",1.1,40.6943,-73.9249,,18713220.0,1840034016,2020
831,Pharmapacks,2020-11-12,United States,Suffolk,E-commerce & direct-to-consumer,The Carlyle Group,1.1,36.6953,-76.6398,,92108.0,1840003873,2020
832,Sennder,2021-01-14,Germany,Berlin,"Supply chain, logistics, & delivery","Accelm Scania Growth Capital, Lakestar",1.1,52.5167,13.3833,primary,3644826.0,1276451290,2021
833,Nexthink,2021-02-08,Switzerland,Prilly,Data management & analytics,"Auriga, Galeo Ventures, Highland Europe",1.1,46.5333,6.6,,12399.0,1756590980,2021
834,Zego,2021-03-09,United Kingdom,London,Fintech,"LocalGlobe, Balderton Capital, Target Global",1.1,51.5072,-0.1275,primary,10979000.0,1826645935,2021
835,Rightway,2021-03-30,United States,New York,Health,"Thrive Capital, Khosla Ventures, Tiger Global Management",1.1,40.6943,-73.9249,,18713220.0,1840034016,2021
836,Sunbit,2021-05-20,United States,Los Angeles,Fintech,"Zeev Ventures, Group11, Chicago Ventures",1.1,34.1139,-118.4068,,12750807.0,1840020491,2021
837,Qingting FM,2021-06-02,China,Shanghai,Internet software & services,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group",1.1,31.1667,121.4667,admin,22120000.0,1156073548,2021
838,G2,2021-06-22,United States,Chicago,Internet software & services,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",1.1,41.8373,-87.6862,,8604203.0,1840000494,2021
839,Hailo,2021-10-12,Israel,Tel Aviv-Yafo,Artificial Intelligence,"Glory Ventures, Maniv Mobility",1.0,32.08,34.78,admin,451523.0,1376401542,2021
840,Caribou,2022-05-23,United States,Denver,Fintech,"CMFG Ventures, Accomplice, Moderne Ventures",1.1,39.7621,-104.8759,admin,2876625.0,1840018789,2022
841,Nowports,2022-05-24,Mexico,Monterrey,"Supply chain, logistics, & delivery","Monashees+, Foundation Capital, Base10 Partners",1.1,25.6667,-100.3,admin,4295000.0,1484559591,2022
842,People.ai,2021-08-11,United States,San Francisco,Internet software & services,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",1.1,37.7562,-122.443,,3592294.0,1840021543,2021
843,Carousell,2021-09-15,Singapore,Singapore,E-commerce & direct-to-consumer,"500 Global, Rakuten Ventures, Golden Gate Ventures",1.1,1.3,103.8,primary,5745000.0,1702341327,2021
844,apna,2021-09-15,India,Bangalore,Internet software & services,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",1.1,12.9699,77.598,admin,13707000.0,1356410365,2021
845,Karat,2021-10-13,United States,Seattle,Internet software & services,"8VC, Norwest Venture Partners, Tiger Global Management",1.1,47.6211,-122.3244,,3789215.0,1840021117,2021
846,Enpal,2021-10-18,Germany,Berlin,Internet software & services,"HV Capital, Softbank Group, BlackRock",1.1,52.5167,13.3833,primary,3644826.0,1276451290,2021
847,Acko General Insurance,2021-10-28,India,Bangalore,Fintech,"Intact Ventures, Munich Re Ventures, General Atlantic",1.1,12.9699,77.598,admin,13707000.0,1356410365,2021
848,Daily Harvest,2021-11-16,United States,New York,E-commerce & direct-to-consumer,"M13, Lightspeed Venture Partners, Lone Pine Capital",1.1,40.6943,-73.9249,,18713220.0,1840034016,2021
849,The Bank of London,2021-11-30,United Kingdom,London,Fintech,"Mangrove Capital Partners,14W. ForgeLight",1.1,51.5072,-0.1275,primary,10979000.0,1826645935,2021
